,lga,year,lga_population
1045,warrumbungle shire,2013,9743
1046,warrumbungle shire,2014,9689
1047,warrumbungle shire,2015,9622
1048,warrumbungle shire,2016,9562
1049,warrumbungle shire,2017,9489
1050,warrumbungle shire,2018,9454
1051,warrumbungle shire,2019,9377
1052,warrumbungle shire,2020,9358
1053,warrumbungle shire,2021,9256
1054,warrumbungle shire,2022,9245
1055,warrumbungle shire,2023,9228
1056,kentish,2013,6334
1057,kentish,2014,6317
1058,kentish,2015,6286
1059,kentish,2016,6263
1060,kentish,2017,6314
1061,kentish,2018,6386
1062,kentish,2019,6461
1063,kentish,2020,6583
1064,kentish,2021,6775
1065,kentish,2022,6805
1066,kentish,2023,6831
1067,hindmarsh,2013,5852
1068,hindmarsh,2014,5844
1069,hindmarsh,2015,5808
1070,hindmarsh,2016,5784
1071,hindmarsh,2017,5728
1072,hindmarsh,2018,5691
1073,hindmarsh,2019,5668
1074,hindmarsh,2020,5668
1075,hindmarsh,2021,5656
1076,hindmarsh,2022,5601
1077,hindmarsh,2023,5559
1078,murrumbidgee,2013,3920
1079,murrumbidgee,2014,3900
1080,murrumbidgee,2015,3893
1081,murrumbidgee,2016,3929
1082,murrumbidgee,2017,3854
1083,murrumbidgee,2018,3809
1084,murrumbidgee,2019,3753
1085,murrumbidgee,2020,3625
1086,murrumbidgee,2021,3564
1087,murrumbidgee,2022,3566
1088,murrumbidgee,2023,3607
1089,glenelg,2013,19797
1090,glenelg,2014,19755
1091,glenelg,2015,19722
1092,glenelg,2016,19759
1093,glenelg,2017,19802
1094,glenelg,2018,19893
1095,glenelg,2019,19992
1096,glenelg,2020,20055
1097,glenelg,2021,20058
1098,glenelg,2022,20049
1099,glenelg,2023,20022
1100,adelaide,2013,22143
1101,adelaide,2014,22624
1102,adelaide,2015,23085
1103,adelaide,2016,23552
1104,adelaide,2017,24188
1105,adelaide,2018,24688
1106,adelaide,2019,25376
1107,adelaide,2020,25964
1108,adelaide,2021,25522
1109,adelaide,2022,26183
1110,adelaide,2023,27901
1111,albury,2013,50338
1112,albury,2014,50990
1113,albury,2015,51486
1114,albury,2016,52171
1115,albury,2017,53056
1116,albury,2018,53922
1117,albury,2019,54657
1118,albury,2020,55466
1119,albury,2021,56067
1120,albury,2022,56665
1121,albury,2023,57517
1122,mount barker,2013,31580
1123,mount barker,2014,32386
1124,mount barker,2015,33187
1125,mount barker,2016,33897
1126,mount barker,2017,34735
1127,mount barker,2018,35637
1128,mount barker,2019,36842
1129,mount barker,2020,38206
1130,mount barker,2021,39632
1131,mount barker,2022,41083
1132,mount barker,2023,42297
1133,irwin,2013,3749
1134,irwin,2014,3702
1135,irwin,2015,3662
1136,irwin,2016,3604
1137,irwin,2017,3636
1138,irwin,2018,3627
1139,irwin,2019,3670
1140,irwin,2020,3730
1141,irwin,2021,3769
1142,irwin,2022,3795
1143,irwin,2023,3842
1144,cowra,2013,12511
1145,cowra,2014,12556
1146,cowra,2015,12604
1147,cowra,2016,12659
1148,cowra,2017,12697
1149,cowra,2018,12726
1150,cowra,2019,12732
1151,cowra,2020,12748
1152,cowra,2021,12759
1153,cowra,2022,12703
1154,cowra,2023,12659
1155,mckinlay,2013,992
1156,mckinlay,2014,943
1157,mckinlay,2015,876
1158,mckinlay,2016,816
1159,mckinlay,2017,811
1160,mckinlay,2018,817
1161,mckinlay,2019,822
1162,mckinlay,2020,828
1163,mckinlay,2021,838
1164,mckinlay,2022,846
1165,mckinlay,2023,849
1166,napranum,2013,922
1167,napranum,2014,939
1168,napranum,2015,959
1169,napranum,2016,989
1170,napranum,2017,973
1171,napranum,2018,958
1172,napranum,2019,943
1173,napranum,2020,923
1174,napranum,2021,906
1175,napranum,2022,906
1176,napranum,2023,924
1177,golden plains,2013,20362
1178,golden plains,2014,20899
1179,golden plains,2015,21388
1180,golden plains,2016,22016
1181,golden plains,2017,22613
1182,golden plains,2018,23191
1183,golden plains,2019,23810
1184,golden plains,2020,24366
1185,golden plains,2021,24892
1186,golden plains,2022,25321
1187,golden plains,2023,25818
1188,woollahra,2013,56909
1189,woollahra,2014,57253
1190,woollahra,2015,57513
1191,woollahra,2016,57744
1192,woollahra,2017,57750
1193,woollahra,2018,57370
1194,woollahra,2019,56892
1195,woollahra,2020,55951
1196,woollahra,2021,53910
1197,woollahra,2022,53525
1198,woollahra,2023,54660
1199,peterborough,2013,1728
1200,peterborough,2014,1717
1201,peterborough,2015,1706
1202,peterborough,2016,1712
1203,peterborough,2017,1723
1204,peterborough,2018,1705
1205,peterborough,2019,1696
1206,peterborough,2020,1681
1207,peterborough,2021,1668
1208,peterborough,2022,1672
1209,peterborough,2023,1683
1210,southern midlands,2013,6183
1211,southern midlands,2014,6139
1212,southern midlands,2015,6096
1213,southern midlands,2016,6083
1214,southern midlands,2017,6129
1215,southern midlands,2018,6257
1216,southern midlands,2019,6465
1217,southern midlands,2020,6639
1218,southern midlands,2021,6834
1219,southern midlands,2022,6887
1220,southern midlands,2023,6912
1221,serpentine-jarrahdale,2013,22011
1222,serpentine-jarrahdale,2014,23592
1223,serpentine-jarrahdale,2015,25499
1224,serpentine-jarrahdale,2016,27578
1225,serpentine-jarrahdale,2017,29002
1226,serpentine-jarrahdale,2018,30159
1227,serpentine-jarrahdale,2019,31410
1228,serpentine-jarrahdale,2020,32437
1229,serpentine-jarrahdale,2021,33349
1230,serpentine-jarrahdale,2022,34795
1231,serpentine-jarrahdale,2023,36739
1232,sorell,2013,13736
1233,sorell,2014,13981
1234,sorell,2015,14200
1235,sorell,2016,14482
1236,sorell,2017,14929
1237,sorell,2018,15433
1238,sorell,2019,15952
1239,sorell,2020,16471
1240,sorell,2021,16963
1241,sorell,2022,17429
1242,sorell,2023,17635
1243,gnowangerup,2013,1294
1244,gnowangerup,2014,1275
1245,gnowangerup,2015,1255
1246,gnowangerup,2016,1237
1247,gnowangerup,2017,1237
1248,gnowangerup,2018,1245
1249,gnowangerup,2019,1241
1250,gnowangerup,2020,1250
1251,gnowangerup,2021,1260
1252,gnowangerup,2022,1264
1253,gnowangerup,2023,1269
1254,liverpool plains,2013,7812
1255,liverpool plains,2014,7831
1256,liverpool plains,2015,7837
1257,liverpool plains,2016,7847
1258,liverpool plains,2017,7829
1259,liverpool plains,2018,7806
1260,liverpool plains,2019,7780
1261,liverpool plains,2020,7702
1262,liverpool plains,2021,7608
1263,liverpool plains,2022,7659
1264,liverpool plains,2023,7667
1265,boulia,2013,481
1266,boulia,2014,473
1267,boulia,2015,459
1268,boulia,2016,436
1269,boulia,2017,435
1270,boulia,2018,447
1271,boulia,2019,454
1272,boulia,2020,458
1273,boulia,2021,470
1274,boulia,2022,474
1275,boulia,2023,478
1276,gladstone,2013,62158
1277,gladstone,2014,63367
1278,gladstone,2015,63697
1279,gladstone,2016,63017
1280,gladstone,2017,62859
1281,gladstone,2018,63077
1282,gladstone,2019,63495
1283,gladstone,2020,63890
1284,gladstone,2021,64275
1285,gladstone,2022,65302
1286,gladstone,2023,66835
1287,dumbleyung,2013,653
1288,dumbleyung,2014,653
1289,dumbleyung,2015,663
1290,dumbleyung,2016,684
1291,dumbleyung,2017,684
1292,dumbleyung,2018,688
1293,dumbleyung,2019,691
1294,dumbleyung,2020,699
1295,dumbleyung,2021,698
1296,dumbleyung,2022,693
1297,dumbleyung,2023,701
1298,meander valley,2013,19540
1299,meander valley,2014,19519
1300,meander valley,2015,19502
1301,meander valley,2016,19553
1302,meander valley,2017,19802
1303,meander valley,2018,20037
1304,meander valley,2019,20286
1305,meander valley,2020,20603
1306,meander valley,2021,21139
1307,meander valley,2022,21354
1308,meander valley,2023,21449
1309,cabonne,2013,13473
1310,cabonne,2014,13506
1311,cabonne,2015,13511
1312,cabonne,2016,13577
1313,cabonne,2017,13683
1314,cabonne,2018,13729
1315,cabonne,2019,13773
1316,cabonne,2020,13814
1317,cabonne,2021,13767
1318,cabonne,2022,13843
1319,cabonne,2023,13880
1320,victor harbor,2013,14525
1321,victor harbor,2014,14729
1322,victor harbor,2015,14886
1323,victor harbor,2016,15011
1324,victor harbor,2017,15204
1325,victor harbor,2018,15419
1326,victor harbor,2019,15708
1327,victor harbor,2020,16068
1328,victor harbor,2021,16429
1329,victor harbor,2022,16721
1330,victor harbor,2023,16869
1331,camden,2013,64095
1332,camden,2014,68645
1333,camden,2015,74103
1334,camden,2016,80268
1335,camden,2017,88297
1336,camden,2018,96023
1337,camden,2019,104706
1338,camden,2020,112451
1339,camden,2021,120083
1340,camden,2022,127808
1341,camden,2023,134811
1342,kyogle,2013,9345
1343,kyogle,2014,9288
1344,kyogle,2015,9197
1345,kyogle,2016,9114
1346,kyogle,2017,9171
1347,kyogle,2018,9208
1348,kyogle,2019,9248
1349,kyogle,2020,9304
1350,kyogle,2021,9346
1351,kyogle,2022,9452
1352,kyogle,2023,9468
1353,griffith,2013,25705
1354,griffith,2014,25942
1355,griffith,2015,26171
1356,griffith,2016,26356
1357,griffith,2017,26653
1358,griffith,2018,26896
1359,griffith,2019,27102
1360,griffith,2020,27249
1361,griffith,2021,27195
1362,griffith,2022,27015
1363,griffith,2023,27132
1364,weddin,2013,3723
1365,weddin,2014,3706
1366,weddin,2015,3688
1367,weddin,2016,3677
1368,weddin,2017,3672
1369,weddin,2018,3656
1370,weddin,2019,3635
1371,weddin,2020,3619
1372,weddin,2021,3592
1373,weddin,2022,3614
1374,weddin,2023,3616
1375,melton,2013,123936
1376,melton,2014,129309
1377,melton,2015,134915
1378,melton,2016,141420
1379,melton,2017,148711
1380,melton,2018,157019
1381,melton,2019,165535
1382,melton,2020,173566
1383,melton,2021,181346
1384,melton,2022,193285
1385,melton,2023,206070
1386,mount gambier,2013,26425
1387,mount gambier,2014,26710
1388,mount gambier,2015,26931
1389,mount gambier,2016,27061
1390,mount gambier,2017,27114
1391,mount gambier,2018,27242
1392,mount gambier,2019,27379
1393,mount gambier,2020,27565
1394,mount gambier,2021,27637
1395,mount gambier,2022,27744
1396,mount gambier,2023,27846
1397,northern grampians,2013,11880
1398,northern grampians,2014,11777
1399,northern grampians,2015,11644
1400,northern grampians,2016,11570
1401,northern grampians,2017,11591
1402,northern grampians,2018,11634
1403,northern grampians,2019,11707
1404,northern grampians,2020,11805
1405,northern grampians,2021,11886
1406,northern grampians,2022,11879
1407,northern grampians,2023,11879
1408,western downs,2013,33415
1409,western downs,2014,33744
1410,western downs,2015,33867
1411,western downs,2016,34049
1412,western downs,2017,34292
1413,western downs,2018,34338
1414,western downs,2019,34420
1415,western downs,2020,34390
1416,western downs,2021,34351
1417,western downs,2022,34537
1418,western downs,2023,34991
1419,jerramungup,2013,1112
1420,jerramungup,2014,1120
1421,jerramungup,2015,1127
1422,jerramungup,2016,1127
1423,jerramungup,2017,1123
1424,jerramungup,2018,1132
1425,jerramungup,2019,1146
1426,jerramungup,2020,1162
1427,jerramungup,2021,1196
1428,jerramungup,2022,1196
1429,jerramungup,2023,1213
1430,kalamunda,2013,58622
1431,kalamunda,2014,59113
1432,kalamunda,2015,59298
1433,kalamunda,2016,59201
1434,kalamunda,2017,59337
1435,kalamunda,2018,59442
1436,kalamunda,2019,59750
1437,kalamunda,2020,60337
1438,kalamunda,2021,60804
1439,kalamunda,2022,61294
1440,kalamunda,2023,62670
1441,palmerston,2013,32972
1442,palmerston,2014,34478
1443,palmerston,2015,35414
1444,palmerston,2016,36013
1445,palmerston,2017,36797
1446,palmerston,2018,37596
1447,palmerston,2019,38200
1448,palmerston,2020,38902
1449,palmerston,2021,39530
1450,palmerston,2022,40467
1451,palmerston,2023,41113
1452,perth,2013,24317
1453,perth,2014,25257
1454,perth,2015,26096
1455,perth,2016,26879
1456,perth,2017,27112
1457,perth,2018,27433
1458,perth,2019,28214
1459,perth,2020,29588
1460,perth,2021,29653
1461,perth,2022,30580
1462,perth,2023,32856
1463,moreton bay,2013,410687
1464,moreton bay,2014,419764
1465,moreton bay,2015,428994
1466,moreton bay,2016,439292
1467,moreton bay,2017,448559
1468,moreton bay,2018,458013
1469,moreton bay,2019,467314
1470,moreton bay,2020,476622
1471,moreton bay,2021,484353
1472,moreton bay,2022,496772
1473,moreton bay,2023,510104
1474,bathurst regional,2013,40727
1475,bathurst regional,2014,41157
1476,bathurst regional,2015,41694
1477,bathurst regional,2016,42244
1478,bathurst regional,2017,42583
1479,bathurst regional,2018,42882
1480,bathurst regional,2019,43207
1481,bathurst regional,2020,43444
1482,bathurst regional,2021,43674
1483,bathurst regional,2022,44110
1484,bathurst regional,2023,44612
1485,baw baw,2013,45627
1486,baw baw,2014,46644
1487,baw baw,2015,47837
1488,baw baw,2016,49296
1489,baw baw,2017,50883
1490,baw baw,2018,52447
1491,baw baw,2019,54047
1492,baw baw,2020,55753
1493,baw baw,2021,57618
1494,baw baw,2022,59277
1495,baw baw,2023,60644
1496,wujal wujal,2013,289
1497,wujal wujal,2014,291
1498,wujal wujal,2015,287
1499,wujal wujal,2016,292
1500,wujal wujal,2017,292
1501,wujal wujal,2018,290
1502,wujal wujal,2019,289
1503,wujal wujal,2020,287
1504,wujal wujal,2021,284
1505,wujal wujal,2022,286
1506,wujal wujal,2023,293
1507,bayside (nsw),2013,151309
1508,bayside (nsw),2014,154980
1509,bayside (nsw),2015,159222
1510,bayside (nsw),2016,164534
1511,bayside (nsw),2017,168779
1512,bayside (nsw),2018,171377
1513,bayside (nsw),2019,173913
1514,bayside (nsw),2020,176184
1515,bayside (nsw),2021,176229
1516,bayside (nsw),2022,177992
1517,bayside (nsw),2023,182987
1518,port augusta,2013,14496
1519,port augusta,2014,14498
1520,port augusta,2015,14442
1521,port augusta,2016,14359
1522,port augusta,2017,14361
1523,port augusta,2018,14380
1524,port augusta,2019,14384
1525,port augusta,2020,14389
1526,port augusta,2021,14448
1527,port augusta,2022,14449
1528,port augusta,2023,14420
1529,kalgoorlie-boulder,2013,33267
1530,kalgoorlie-boulder,2014,32498
1531,kalgoorlie-boulder,2015,31748
1532,kalgoorlie-boulder,2016,30840
1533,kalgoorlie-boulder,2017,30908
1534,kalgoorlie-boulder,2018,30750
1535,kalgoorlie-boulder,2019,30636
1536,kalgoorlie-boulder,2020,30590
1537,kalgoorlie-boulder,2021,30670
1538,kalgoorlie-boulder,2022,30756
1539,kalgoorlie-boulder,2023,30775
1540,derwent valley,2013,9977
1541,derwent valley,2014,10013
1542,derwent valley,2015,10048
1543,derwent valley,2016,10087
1544,derwent valley,2017,10233
1545,derwent valley,2018,10481
1546,derwent valley,2019,10729
1547,derwent valley,2020,10926
1548,derwent valley,2021,11106
1549,derwent valley,2022,11235
1550,derwent valley,2023,11341
1551,murrindindi,2013,13563
1552,murrindindi,2014,13687
1553,murrindindi,2015,13848
1554,murrindindi,2016,14052
1555,murrindindi,2017,14290
1556,murrindindi,2018,14561
1557,murrindindi,2019,14737
1558,murrindindi,2020,14872
1559,murrindindi,2021,15139
1560,murrindindi,2022,15353
1561,murrindindi,2023,15482
1562,unley,2013,38552
1563,unley,2014,38695
1564,unley,2015,38823
1565,unley,2016,38939
1566,unley,2017,39078
1567,unley,2018,39187
1568,unley,2019,39322
1569,unley,2020,39465
1570,unley,2021,39061
1571,unley,2022,39092
1572,unley,2023,39929
1573,newcastle,2013,157477
1574,newcastle,2014,158683
1575,newcastle,2015,159680
1576,newcastle,2016,160707
1577,newcastle,2017,162796
1578,newcastle,2018,164730
1579,newcastle,2019,166510
1580,newcastle,2020,168242
1581,newcastle,2021,169433
1582,newcastle,2022,171535
1583,newcastle,2023,174294
1584,southern downs,2013,35501
1585,southern downs,2014,35580
1586,southern downs,2015,35566
1587,southern downs,2016,35638
1588,southern downs,2017,35899
1589,southern downs,2018,36118
1590,southern downs,2019,36239
1591,southern downs,2020,36393
1592,southern downs,2021,36637
1593,southern downs,2022,36991
1594,southern downs,2023,37444
1595,gingin,2013,5267
1596,gingin,2014,5356
1597,gingin,2015,5351
1598,gingin,2016,5325
1599,gingin,2017,5349
1600,gingin,2018,5384
1601,gingin,2019,5470
1602,gingin,2020,5611
1603,gingin,2021,5751
1604,gingin,2022,5896
1605,gingin,2023,6064
1606,georges river,2013,146604
1607,georges river,2014,148882
1608,georges river,2015,151069
1609,georges river,2016,153161
1610,georges river,2017,155276
1611,georges river,2018,156225
1612,georges river,2019,156510
1613,georges river,2020,155919
1614,georges river,2021,152800
1615,georges river,2022,153267
1616,georges river,2023,158051
1617,moorabool,2013,30410
1618,moorabool,2014,31066
1619,moorabool,2015,31748
1620,moorabool,2016,32672
1621,moorabool,2017,33689
1622,moorabool,2018,34662
1623,moorabool,2019,35793
1624,moorabool,2020,36944
1625,moorabool,2021,37910
1626,moorabool,2022,38526
1627,moorabool,2023,39092
1628,northern beaches,2013,257020
1629,northern beaches,2014,259723
1630,northern beaches,2015,262593
1631,northern beaches,2016,265468
1632,northern beaches,2017,267483
1633,northern beaches,2018,268390
1634,northern beaches,2019,268935
1635,northern beaches,2020,268164
1636,northern beaches,2021,264567
1637,northern beaches,2022,263340
1638,northern beaches,2023,267921
1639,mornington peninsula,2013,154001
1640,mornington peninsula,2014,156500
1641,mornington peninsula,2015,158831
1642,mornington peninsula,2016,161528
1643,mornington peninsula,2017,164188
1644,mornington peninsula,2018,166564
1645,mornington peninsula,2019,168594
1646,mornington peninsula,2020,170186
1647,mornington peninsula,2021,170440
1648,mornington peninsula,2022,169733
1649,mornington peninsula,2023,170243
1650,dorset,2013,7010
1651,dorset,2014,6920
1652,dorset,2015,6816
1653,dorset,2016,6724
1654,dorset,2017,6736
1655,dorset,2018,6739
1656,dorset,2019,6779
1657,dorset,2020,6863
1658,dorset,2021,6983
1659,dorset,2022,7022
1660,dorset,2023,7001
1661,hinchinbrook,2013,11613
1662,hinchinbrook,2014,11412
1663,hinchinbrook,2015,11181
1664,hinchinbrook,2016,10968
1665,hinchinbrook,2017,10950
1666,hinchinbrook,2018,10944
1667,hinchinbrook,2019,10891
1668,hinchinbrook,2020,10911
1669,hinchinbrook,2021,10990
1670,hinchinbrook,2022,11087
1671,hinchinbrook,2023,11118
1672,maranoa,2013,13515
1673,maranoa,2014,13434
1674,maranoa,2015,13292
1675,maranoa,2016,12926
1676,maranoa,2017,12927
1677,maranoa,2018,12914
1678,maranoa,2019,12835
1679,maranoa,2020,12891
1680,maranoa,2021,12957
1681,maranoa,2022,13099
1682,maranoa,2023,13255
1683,light,2013,14440
1684,light,2014,14644
1685,light,2015,14890
1686,light,2016,15048
1687,light,2017,15305
1688,light,2018,15509
1689,light,2019,15608
1690,light,2020,15843
1691,light,2021,16083
1692,light,2022,16319
1693,light,2023,16616
1694,esperance,2013,14422
1695,esperance,2014,14624
1696,esperance,2015,14734
1697,esperance,2016,14527
1698,esperance,2017,14450
1699,esperance,2018,14342
1700,esperance,2019,14329
1701,esperance,2020,14325
1702,esperance,2021,14396
1703,esperance,2022,14501
1704,esperance,2023,14547
1705,unincorp.  other territories,2013,374
1706,unincorp.  other territories,2014,361
1707,unincorp.  other territories,2015,367
1708,unincorp.  other territories,2016,2159
1709,unincorp.  other territories,2017,2243
1710,unincorp.  other territories,2018,2324
1711,unincorp.  other territories,2019,2382
1712,unincorp.  other territories,2020,2437
1713,unincorp.  other territories,2021,2530
1714,unincorp.  other territories,2022,2518
1715,unincorp.  other territories,2023,2516
1716,fairfield,2013,200098
1717,fairfield,2014,201788
1718,fairfield,2015,203490
1719,fairfield,2016,205675
1720,fairfield,2017,209107
1721,fairfield,2018,211392
1722,fairfield,2019,212825
1723,fairfield,2020,212148
1724,fairfield,2021,209066
1725,fairfield,2022,206830
1726,fairfield,2023,209742
1727,katanning,2013,4403
1728,katanning,2014,4389
1729,katanning,2015,4308
1730,katanning,2016,4200
1731,katanning,2017,4180
1732,katanning,2018,4162
1733,katanning,2019,4161
1734,katanning,2020,4205
1735,katanning,2021,4227
1736,katanning,2022,4237
1737,katanning,2023,4290
1738,doomadgee,2013,1400
1739,doomadgee,2014,1422
1740,doomadgee,2015,1454
1741,doomadgee,2016,1475
1742,doomadgee,2017,1495
1743,doomadgee,2018,1486
1744,doomadgee,2019,1479
1745,doomadgee,2020,1459
1746,doomadgee,2021,1434
1747,doomadgee,2022,1442
1748,doomadgee,2023,1461
1749,circular head,2013,8249
1750,circular head,2014,8204
1751,circular head,2015,8142
1752,circular head,2016,8104
1753,circular head,2017,8107
1754,circular head,2018,8118
1755,circular head,2019,8140
1756,circular head,2020,8207
1757,circular head,2021,8325
1758,circular head,2022,8368
1759,circular head,2023,8352
1760,central coast (nsw),2013,327745
1761,central coast (nsw),2014,330377
1762,central coast (nsw),2015,333264
1763,central coast (nsw),2016,336611
1764,central coast (nsw),2017,340140
1765,central coast (nsw),2018,343074
1766,central coast (nsw),2019,345695
1767,central coast (nsw),2020,347734
1768,central coast (nsw),2021,348493
1769,central coast (nsw),2022,349158
1770,central coast (nsw),2023,351934
1771,port pirie,2013,17793
1772,port pirie,2014,17870
1773,port pirie,2015,17826
1774,port pirie,2016,17767
1775,port pirie,2017,17749
1776,port pirie,2018,17726
1777,port pirie,2019,17736
1778,port pirie,2020,17742
1779,port pirie,2021,17747
1780,port pirie,2022,17616
1781,port pirie,2023,17602
1782,east pilbara,2013,12570
1783,east pilbara,2014,12149
1784,east pilbara,2015,11529
1785,east pilbara,2016,10953
1786,east pilbara,2017,10888
1787,east pilbara,2018,10754
1788,east pilbara,2019,10637
1789,east pilbara,2020,10533
1790,east pilbara,2021,10378
1791,east pilbara,2022,10311
1792,east pilbara,2023,10401
1793,bayswater,2013,69083
1794,bayswater,2014,69256
1795,bayswater,2015,69136
1796,bayswater,2016,68791
1797,bayswater,2017,69043
1798,bayswater,2018,69267
1799,bayswater,2019,70051
1800,bayswater,2020,71277
1801,bayswater,2021,71774
1802,bayswater,2022,72242
1803,bayswater,2023,74283
1804,swan,2013,123643
1805,swan,2014,128032
1806,swan,2015,132127
1807,swan,2016,136679
1808,swan,2017,140449
1809,swan,2018,144202
1810,swan,2019,148672
1811,swan,2020,153844
1812,swan,2021,158689
1813,swan,2022,163948
1814,swan,2023,171588
1815,three springs,2013,638
1816,three springs,2014,627
1817,three springs,2015,619
1818,three springs,2016,608
1819,three springs,2017,615
1820,three springs,2018,601
1821,three springs,2019,589
1822,three springs,2020,582
1823,three springs,2021,586
1824,three springs,2022,587
1825,three springs,2023,593
1826,burnside,2013,44457
1827,burnside,2014,44678
1828,burnside,2015,44938
1829,burnside,2016,45216
1830,burnside,2017,45591
1831,burnside,2018,45882
1832,burnside,2019,46118
1833,burnside,2020,46415
1834,burnside,2021,46425
1835,burnside,2022,46710
1836,burnside,2023,47444
1837,lake macquarie,2013,198953
1838,lake macquarie,2014,200249
1839,lake macquarie,2015,201240
1840,lake macquarie,2016,202332
1841,lake macquarie,2017,204512
1842,lake macquarie,2018,206975
1843,lake macquarie,2019,209433
1844,lake macquarie,2020,211954
1845,lake macquarie,2021,214054
1846,lake macquarie,2022,216594
1847,lake macquarie,2023,219249
1848,campbelltown (nsw),2013,154346
1849,campbelltown (nsw),2014,156289
1850,campbelltown (nsw),2015,158586
1851,campbelltown (nsw),2016,161562
1852,campbelltown (nsw),2017,165143
1853,campbelltown (nsw),2018,168825
1854,campbelltown (nsw),2019,172286
1855,campbelltown (nsw),2020,175725
1856,campbelltown (nsw),2021,177778
1857,campbelltown (nsw),2022,180377
1858,campbelltown (nsw),2023,184784
1859,tumby bay,2013,2640
1860,tumby bay,2014,2651
1861,tumby bay,2015,2670
1862,tumby bay,2016,2675
1863,tumby bay,2017,2708
1864,tumby bay,2018,2731
1865,tumby bay,2019,2770
1866,tumby bay,2020,2832
1867,tumby bay,2021,2875
1868,tumby bay,2022,2892
1869,tumby bay,2023,2906
1870,coolgardie,2013,4196
1871,coolgardie,2014,4046
1872,coolgardie,2015,3904
1873,coolgardie,2016,3695
1874,coolgardie,2017,3669
1875,coolgardie,2018,3591
1876,coolgardie,2019,3542
1877,coolgardie,2020,3546
1878,coolgardie,2021,3638
1879,coolgardie,2022,3638
1880,coolgardie,2023,3686
1881,mosman park,2013,9217
1882,mosman park,2014,9202
1883,mosman park,2015,9188
1884,mosman park,2016,9167
1885,mosman park,2017,9199
1886,mosman park,2018,9224
1887,mosman park,2019,9332
1888,mosman park,2020,9394
1889,mosman park,2021,9478
1890,mosman park,2022,9621
1891,mosman park,2023,10032
1892,shoalhaven,2013,98097
1893,shoalhaven,2014,99292
1894,shoalhaven,2015,100550
1895,shoalhaven,2016,101942
1896,shoalhaven,2017,103122
1897,shoalhaven,2018,104489
1898,shoalhaven,2019,105781
1899,shoalhaven,2020,107246
1900,shoalhaven,2021,108550
1901,shoalhaven,2022,109604
1902,shoalhaven,2023,109895
1903,albany,2013,36318
1904,albany,2014,36919
1905,albany,2015,37206
1906,albany,2016,37285
1907,albany,2017,37879
1908,albany,2018,38470
1909,albany,2019,39054
1910,albany,2020,39629
1911,albany,2021,40105
1912,albany,2022,40434
1913,albany,2023,40949
1914,orange,2013,40167
1915,orange,2014,40619
1916,orange,2015,40837
1917,orange,2016,41210
1918,orange,2017,41800
1919,orange,2018,42522
1920,orange,2019,43115
1921,orange,2020,43383
1922,orange,2021,43750
1923,orange,2022,43964
1924,orange,2023,44244
1925,latrobe,2013,74124
1926,latrobe,2014,74134
1927,latrobe,2015,74266
1928,latrobe,2016,74622
1929,latrobe,2017,75088
1930,latrobe,2018,75586
1931,latrobe,2019,76121
1932,latrobe,2020,76714
1933,latrobe,2021,77117
1934,latrobe,2022,77705
1935,latrobe,2023,78154
1936,noosa,2013,52360
1937,noosa,2014,52988
1938,noosa,2015,53497
1939,noosa,2016,53922
1940,noosa,2017,54688
1941,noosa,2018,55511
1942,noosa,2019,56045
1943,noosa,2020,56662
1944,noosa,2021,56874
1945,noosa,2022,57336
1946,noosa,2023,58367
1947,palm island,2013,2529
1948,palm island,2014,2527
1949,palm island,2015,2550
1950,palm island,2016,2581
1951,palm island,2017,2465
1952,palm island,2018,2369
1953,palm island,2019,2274
1954,palm island,2020,2205
1955,palm island,2021,2180
1956,palm island,2022,2193
1957,palm island,2023,2214
1958,nedlands,2013,22665
1959,nedlands,2014,22686
1960,nedlands,2015,22435
1961,nedlands,2016,22108
1962,nedlands,2017,22391
1963,nedlands,2018,22564
1964,nedlands,2019,22745
1965,nedlands,2020,23075
1966,nedlands,2021,22924
1967,nedlands,2022,23018
1968,nedlands,2023,24127
1969,ballina,2013,41510
1970,ballina,2014,41881
1971,ballina,2015,42336
1972,ballina,2016,42993
1973,ballina,2017,43652
1974,ballina,2018,44385
1975,ballina,2019,44997
1976,ballina,2020,45663
1977,ballina,2021,46196
1978,ballina,2022,46849
1979,ballina,2023,47279
1980,uralla,2013,6253
1981,uralla,2014,6238
1982,uralla,2015,6194
1983,uralla,2016,6147
1984,uralla,2017,6154
1985,uralla,2018,6144
1986,uralla,2019,6119
1987,uralla,2020,6056
1988,uralla,2021,5992
1989,uralla,2022,5984
1990,uralla,2023,6047
1991,claremont,2013,10220
1992,claremont,2014,10357
1993,claremont,2015,10515
1994,claremont,2016,10632
1995,claremont,2017,10693
1996,claremont,2018,10858
1997,claremont,2019,11055
1998,claremont,2020,11501
1999,claremont,2021,11643
2000,claremont,2022,11735
2001,claremont,2023,12178
2002,west wimmera,2013,4124
2003,west wimmera,2014,4038
2004,west wimmera,2015,3974
2005,west wimmera,2016,3937
2006,west wimmera,2017,3952
2007,west wimmera,2018,3964
2008,west wimmera,2019,3979
2009,west wimmera,2020,3994
2010,west wimmera,2021,3978
2011,west wimmera,2022,3943
2012,west wimmera,2023,3933
2013,playford,2013,85232
2014,playford,2014,87380
2015,playford,2015,88980
2016,playford,2016,90553
2017,playford,2017,92534
2018,playford,2018,94352
2019,playford,2019,96220
2020,playford,2020,98458
2021,playford,2021,100556
2022,playford,2022,103401
2023,playford,2023,107069
