,lga,year,lga_population
5351,alexandrina,2018,27322
5352,alexandrina,2019,27820
5353,alexandrina,2020,28400
5354,alexandrina,2021,29257
5355,alexandrina,2022,29746
5356,alexandrina,2023,30323
5357,boroondara,2013,170485
5358,boroondara,2014,172660
5359,boroondara,2015,174753
5360,boroondara,2016,177276
5361,boroondara,2017,178650
5362,boroondara,2018,179386
5363,boroondara,2019,179663
5364,boroondara,2020,177875
5365,boroondara,2021,169789
5366,boroondara,2022,169632
5367,boroondara,2023,174537
5368,chittering,2013,5112
5369,chittering,2014,5361
5370,chittering,2015,5500
5371,chittering,2016,5536
5372,chittering,2017,5602
5373,chittering,2018,5705
5374,chittering,2019,5846
5375,chittering,2020,5952
5376,chittering,2021,6099
5377,chittering,2022,6298
5378,chittering,2023,6516
5379,york,2013,3619
5380,york,2014,3609
5381,york,2015,3599
5382,york,2016,3605
5383,york,2017,3591
5384,york,2018,3573
5385,york,2019,3551
5386,york,2020,3567
5387,york,2021,3553
5388,york,2022,3567
5389,york,2023,3602
5390,mid-coast,2013,89940
5391,mid-coast,2014,90468
5392,mid-coast,2015,91038
5393,mid-coast,2016,91801
5394,mid-coast,2017,92901
5395,mid-coast,2018,93900
5396,mid-coast,2019,94826
5397,mid-coast,2020,95731
5398,mid-coast,2021,96475
5399,mid-coast,2022,97227
5400,mid-coast,2023,97909
5401,broken hill,2013,18802
5402,broken hill,2014,18627
5403,broken hill,2015,18360
5404,broken hill,2016,18114
5405,broken hill,2017,17994
5406,broken hill,2018,17914
5407,broken hill,2019,17801
5408,broken hill,2020,17718
5409,broken hill,2021,17662
5410,broken hill,2022,17567
5411,broken hill,2023,17624
5412,unincorporated vic,2013,808
5413,unincorporated vic,2014,835
5414,unincorporated vic,2015,862
5415,unincorporated vic,2016,892
5416,unincorporated vic,2017,901
5417,unincorporated vic,2018,911
5418,unincorporated vic,2019,918
5419,unincorporated vic,2020,934
5420,unincorporated vic,2021,946
5421,unincorporated vic,2022,961
5422,unincorporated vic,2023,953
5423,logan,2013,300545
5424,logan,2014,305147
5425,logan,2015,309342
5426,logan,2016,314511
5427,logan,2017,321102
5428,logan,2018,327769
5429,logan,2019,335955
5430,logan,2020,343821
5431,logan,2021,350673
5432,logan,2022,363059
5433,logan,2023,377773
5434,toowoomba,2013,159916
5435,toowoomba,2014,161523
5436,toowoomba,2015,162775
5437,toowoomba,2016,164168
5438,toowoomba,2017,166901
5439,toowoomba,2018,169319
5440,toowoomba,2019,171566
5441,toowoomba,2020,173562
5442,toowoomba,2021,175255
5443,toowoomba,2022,178387
5444,toowoomba,2023,181821
5445,coober pedy,2013,1811
5446,coober pedy,2014,1825
5447,coober pedy,2015,1822
5448,coober pedy,2016,1818
5449,coober pedy,2017,1806
5450,coober pedy,2018,1777
5451,coober pedy,2019,1740
5452,coober pedy,2020,1689
5453,coober pedy,2021,1622
5454,coober pedy,2022,1573
5455,coober pedy,2023,1550
5456,brewarrina,2013,1830
5457,brewarrina,2014,1786
5458,brewarrina,2015,1762
5459,brewarrina,2016,1710
5460,brewarrina,2017,1683
5461,brewarrina,2018,1637
5462,brewarrina,2019,1591
5463,brewarrina,2020,1525
5464,brewarrina,2021,1487
5465,brewarrina,2022,1431
5466,brewarrina,2023,1411
5467,blayney,2013,7303
5468,blayney,2014,7322
5469,blayney,2015,7322
5470,blayney,2016,7343
5471,blayney,2017,7375
5472,blayney,2018,7406
5473,blayney,2019,7450
5474,blayney,2020,7484
5475,blayney,2021,7511
5476,blayney,2022,7590
5477,blayney,2023,7644
5478,kangaroo island,2013,4630
5479,kangaroo island,2014,4694
5480,kangaroo island,2015,4761
5481,kangaroo island,2016,4836
5482,kangaroo island,2017,4849
5483,kangaroo island,2018,4886
5484,kangaroo island,2019,4909
5485,kangaroo island,2020,4925
5486,kangaroo island,2021,4999
5487,kangaroo island,2022,5088
5488,kangaroo island,2023,5125
5489,moree plains,2013,13925
5490,moree plains,2014,13853
5491,moree plains,2015,13735
5492,moree plains,2016,13627
5493,moree plains,2017,13497
5494,moree plains,2018,13355
5495,moree plains,2019,13215
5496,moree plains,2020,13047
5497,moree plains,2021,12964
5498,moree plains,2022,12868
5499,moree plains,2023,12873
5500,hepburn,2013,15022
5501,hepburn,2014,15184
5502,hepburn,2015,15334
5503,hepburn,2016,15525
5504,hepburn,2017,15708
5505,hepburn,2018,15902
5506,hepburn,2019,16105
5507,hepburn,2020,16339
5508,hepburn,2021,16485
5509,hepburn,2022,16573
5510,hepburn,2023,16670
5511,chapman valley,2013,1349
5512,chapman valley,2014,1379
5513,chapman valley,2015,1413
5514,chapman valley,2016,1441
5515,chapman valley,2017,1462
5516,chapman valley,2018,1485
5517,chapman valley,2019,1523
5518,chapman valley,2020,1568
5519,chapman valley,2021,1613
5520,chapman valley,2022,1636
5521,chapman valley,2023,1663
5522,meekatharra,2013,1426
5523,meekatharra,2014,1335
5524,meekatharra,2015,1224
5525,meekatharra,2016,1110
5526,meekatharra,2017,1118
5527,meekatharra,2018,1128
5528,meekatharra,2019,1167
5529,meekatharra,2020,1213
5530,meekatharra,2021,1287
5531,meekatharra,2022,1295
5532,meekatharra,2023,1294
5533,glamorgan-spring bay,2013,4425
5534,glamorgan-spring bay,2014,4430
5535,glamorgan-spring bay,2015,4433
5536,glamorgan-spring bay,2016,4451
5537,glamorgan-spring bay,2017,4538
5538,glamorgan-spring bay,2018,4653
5539,glamorgan-spring bay,2019,4791
5540,glamorgan-spring bay,2020,4972
5541,glamorgan-spring bay,2021,5113
5542,glamorgan-spring bay,2022,5188
5543,glamorgan-spring bay,2023,5237
5544,gympie,2013,48491
5545,gympie,2014,49089
5546,gympie,2015,49540
5547,gympie,2016,50327
5548,gympie,2017,51110
5549,gympie,2018,51665
5550,gympie,2019,52489
5551,gympie,2020,53021
5552,gympie,2021,53851
5553,gympie,2022,55108
5554,gympie,2023,56166
5555,mildura,2013,53156
5556,mildura,2014,53737
5557,mildura,2015,54156
5558,mildura,2016,54658
5559,mildura,2017,55433
5560,mildura,2018,56154
5561,mildura,2019,56764
5562,mildura,2020,57335
5563,mildura,2021,56966
5564,mildura,2022,57250
5565,mildura,2023,57554
5566,lake grace,2013,1374
5567,lake grace,2014,1329
5568,lake grace,2015,1306
5569,lake grace,2016,1300
5570,lake grace,2017,1296
5571,lake grace,2018,1290
5572,lake grace,2019,1289
5573,lake grace,2020,1305
5574,lake grace,2021,1299
5575,lake grace,2022,1290
5576,lake grace,2023,1301
5577,hobart,2013,50839
5578,hobart,2014,51232
5579,hobart,2015,51591
5580,hobart,2016,52018
5581,hobart,2017,53231
5582,hobart,2018,54286
5583,hobart,2019,55482
5584,hobart,2020,56208
5585,hobart,2021,55947
5586,hobart,2022,56018
5587,hobart,2023,55964
5588,port macquarie-hastings,2013,77043
5589,port macquarie-hastings,2014,78048
5590,port macquarie-hastings,2015,78997
5591,port macquarie-hastings,2016,80073
5592,port macquarie-hastings,2017,81386
5593,port macquarie-hastings,2018,82780
5594,port macquarie-hastings,2019,84167
5595,port macquarie-hastings,2020,85499
5596,port macquarie-hastings,2021,86638
5597,port macquarie-hastings,2022,88305
5598,port macquarie-hastings,2023,89596
5599,queanbeyan-palerang regional,2013,55920
5600,queanbeyan-palerang regional,2014,56537
5601,queanbeyan-palerang regional,2015,57130
5602,queanbeyan-palerang regional,2016,57790
5603,queanbeyan-palerang regional,2017,59000
5604,queanbeyan-palerang regional,2018,60212
5605,queanbeyan-palerang regional,2019,61423
5606,queanbeyan-palerang regional,2020,62506
5607,queanbeyan-palerang regional,2021,63404
5608,queanbeyan-palerang regional,2022,64236
5609,queanbeyan-palerang regional,2023,65369
5610,laverton,2013,1428
5611,laverton,2014,1367
5612,laverton,2015,1299
5613,laverton,2016,1222
5614,laverton,2017,1262
5615,laverton,2018,1302
5616,laverton,2019,1331
5617,laverton,2020,1377
5618,laverton,2021,1432
5619,laverton,2022,1434
5620,laverton,2023,1439
5621,burnie,2013,19755
5622,burnie,2014,19565
5623,burnie,2015,19408
5624,burnie,2016,19228
5625,burnie,2017,19354
5626,burnie,2018,19601
5627,burnie,2019,19899
5628,burnie,2020,20171
5629,burnie,2021,20408
5630,burnie,2022,20470
5631,burnie,2023,20463
5632,kwinana,2013,34707
5633,kwinana,2014,36444
5634,kwinana,2015,38153
5635,kwinana,2016,40058
5636,kwinana,2017,41672
5637,kwinana,2018,43172
5638,kwinana,2019,44700
5639,kwinana,2020,46243
5640,kwinana,2021,47660
5641,kwinana,2022,49542
5642,kwinana,2023,52103
5643,ararat,2013,11490
5644,ararat,2014,11560
5645,ararat,2015,11644
5646,ararat,2016,11745
5647,ararat,2017,11796
5648,ararat,2018,11805
5649,ararat,2019,11838
5650,ararat,2020,11918
5651,ararat,2021,11827
5652,ararat,2022,11758
5653,ararat,2023,11683
5654,brimbank,2013,196169
5655,brimbank,2014,198468
5656,brimbank,2015,200860
5657,brimbank,2016,204190
5658,brimbank,2017,206116
5659,brimbank,2018,206977
5660,brimbank,2019,206771
5661,brimbank,2020,204213
5662,brimbank,2021,196631
5663,brimbank,2022,193392
5664,brimbank,2023,196046
5665,charters towers,2013,12391
5666,charters towers,2014,12367
5667,charters towers,2015,12235
5668,charters towers,2016,12087
5669,charters towers,2017,12021
5670,charters towers,2018,11954
5671,charters towers,2019,11890
5672,charters towers,2020,11923
5673,charters towers,2021,11920
5674,charters towers,2022,11979
5675,charters towers,2023,12013
5676,cleve,2013,1806
5677,cleve,2014,1809
5678,cleve,2015,1803
5679,cleve,2016,1816
5680,cleve,2017,1817
5681,cleve,2018,1805
5682,cleve,2019,1794
5683,cleve,2020,1777
5684,cleve,2021,1775
5685,cleve,2022,1764
5686,cleve,2023,1757
5687,wangaratta,2013,27650
5688,wangaratta,2014,27862
5689,wangaratta,2015,28143
5690,wangaratta,2016,28592
5691,wangaratta,2017,28951
5692,wangaratta,2018,29269
5693,wangaratta,2019,29439
5694,wangaratta,2020,29517
5695,wangaratta,2021,29751
5696,wangaratta,2022,29915
5697,wangaratta,2023,30002
5698,west coast,2013,4573
5699,west coast,2014,4392
5700,west coast,2015,4299
5701,west coast,2016,4210
5702,west coast,2017,4206
5703,west coast,2018,4255
5704,west coast,2019,4292
5705,west coast,2020,4311
5706,west coast,2021,4366
5707,west coast,2022,4351
5708,west coast,2023,4359
5709,wingecarribee,2013,46964
5710,wingecarribee,2014,47470
5711,wingecarribee,2015,48150
5712,wingecarribee,2016,48998
5713,wingecarribee,2017,49790
5714,wingecarribee,2018,50562
5715,wingecarribee,2019,51302
5716,wingecarribee,2020,52018
5717,wingecarribee,2021,52489
5718,wingecarribee,2022,52795
5719,wingecarribee,2023,53109
5720,warrnambool,2013,33423
5721,warrnambool,2014,33729
5722,warrnambool,2015,34005
5723,warrnambool,2016,34242
5724,warrnambool,2017,34520
5725,warrnambool,2018,34823
5726,warrnambool,2019,35104
5727,warrnambool,2020,35418
5728,warrnambool,2021,35433
5729,warrnambool,2022,35576
5730,warrnambool,2023,35907
5731,cobar,2013,4740
5732,cobar,2014,4727
5733,cobar,2015,4703
5734,cobar,2016,4687
5735,cobar,2017,4605
5736,cobar,2018,4528
5737,cobar,2019,4401
5738,cobar,2020,4213
5739,cobar,2021,4098
5740,cobar,2022,4046
5741,cobar,2023,4078
5742,southern mallee,2013,2088
5743,southern mallee,2014,2073
5744,southern mallee,2015,2058
5745,southern mallee,2016,2063
5746,southern mallee,2017,2055
5747,southern mallee,2018,2051
5748,southern mallee,2019,2047
5749,southern mallee,2020,2040
5750,southern mallee,2021,2026
5751,southern mallee,2022,2010
5752,southern mallee,2023,2012
5753,victoria plains,2013,932
5754,victoria plains,2014,934
5755,victoria plains,2015,931
5756,victoria plains,2016,924
5757,victoria plains,2017,914
5758,victoria plains,2018,894
5759,victoria plains,2019,864
5760,victoria plains,2020,847
5761,victoria plains,2021,832
5762,victoria plains,2022,824
5763,victoria plains,2023,824
5764,mount alexander,2013,18247
5765,mount alexander,2014,18501
5766,mount alexander,2015,18794
5767,mount alexander,2016,19097
5768,mount alexander,2017,19297
5769,mount alexander,2018,19500
5770,mount alexander,2019,19696
5771,mount alexander,2020,19939
5772,mount alexander,2021,20114
5773,mount alexander,2022,20324
5774,mount alexander,2023,20576
5775,yarriambiack,2013,7032
5776,yarriambiack,2014,6924
5777,yarriambiack,2015,6826
5778,yarriambiack,2016,6743
5779,yarriambiack,2017,6708
5780,yarriambiack,2018,6698
5781,yarriambiack,2019,6675
5782,yarriambiack,2020,6641
5783,yarriambiack,2021,6510
5784,yarriambiack,2022,6437
5785,yarriambiack,2023,6389
5786,greater geraldton,2013,39838
5787,greater geraldton,2014,40114
5788,greater geraldton,2015,39958
5789,greater geraldton,2016,39567
5790,greater geraldton,2017,39692
5791,greater geraldton,2018,39976
5792,greater geraldton,2019,40173
5793,greater geraldton,2020,40641
5794,greater geraldton,2021,41182
5795,greater geraldton,2022,41515
5796,greater geraldton,2023,41914
5797,junee,2013,6213
5798,junee,2014,6283
5799,junee,2015,6336
5800,junee,2016,6414
5801,junee,2017,6441
5802,junee,2018,6446
5803,junee,2019,6452
5804,junee,2020,6463
5805,junee,2021,6454
5806,junee,2022,6465
5807,junee,2023,6520
5808,lockyer valley,2013,37682
5809,lockyer valley,2014,38363
5810,lockyer valley,2015,38861
5811,lockyer valley,2016,39499
5812,lockyer valley,2017,40003
5813,lockyer valley,2018,40539
5814,lockyer valley,2019,41020
5815,lockyer valley,2020,41366
5816,lockyer valley,2021,41750
5817,lockyer valley,2022,42628
5818,lockyer valley,2023,43847
5819,north burnett,2013,10487
5820,north burnett,2014,10547
5821,north burnett,2015,10607
5822,north burnett,2016,10646
5823,north burnett,2017,10556
5824,north burnett,2018,10406
5825,north burnett,2019,10268
5826,north burnett,2020,10206
5827,north burnett,2021,10142
5828,north burnett,2022,10216
5829,north burnett,2023,10352
5830,bridgetown-greenbushes,2013,4647
5831,bridgetown-greenbushes,2014,4687
5832,bridgetown-greenbushes,2015,4727
5833,bridgetown-greenbushes,2016,4697
5834,bridgetown-greenbushes,2017,4815
5835,bridgetown-greenbushes,2018,4938
5836,bridgetown-greenbushes,2019,5063
5837,bridgetown-greenbushes,2020,5188
5838,bridgetown-greenbushes,2021,5376
5839,bridgetown-greenbushes,2022,5527
5840,bridgetown-greenbushes,2023,5669
5841,unincorporated sa,2013,4199
5842,unincorporated sa,2014,4027
5843,unincorporated sa,2015,3849
5844,unincorporated sa,2016,3639
5845,unincorporated sa,2017,3476
5846,unincorporated sa,2018,3418
5847,unincorporated sa,2019,3340
5848,unincorporated sa,2020,3229
5849,unincorporated sa,2021,3100
5850,unincorporated sa,2022,3024
5851,unincorporated sa,2023,3015
5852,leeton,2013,11413
5853,leeton,2014,11408
5854,leeton,2015,11411
5855,leeton,2016,11407
5856,leeton,2017,11438
5857,leeton,2018,11459
5858,leeton,2019,11489
5859,leeton,2020,11500
5860,leeton,2021,11480
5861,leeton,2022,11454
5862,leeton,2023,11431
5863,maribyrnong,2013,79782
5864,maribyrnong,2014,82463
5865,maribyrnong,2015,84783
5866,maribyrnong,2016,86942
5867,maribyrnong,2017,88120
5868,maribyrnong,2018,88871
5869,maribyrnong,2019,89460
5870,maribyrnong,2020,89418
5871,maribyrnong,2021,86385
5872,maribyrnong,2022,87605
5873,maribyrnong,2023,91762
5874,murray,2013,16087
5875,murray,2014,16542
5876,murray,2015,16909
5877,murray,2016,17126
5878,murray,2017,17371
5879,murray,2018,17648
5880,murray,2019,17950
5881,murray,2020,18274
5882,murray,2021,18639
5883,murray,2022,19116
5884,murray,2023,19823
5885,glenorchy,2013,45745
5886,glenorchy,2014,46044
5887,glenorchy,2015,46307
5888,glenorchy,2016,46722
5889,glenorchy,2017,47921
5890,glenorchy,2018,49082
5891,glenorchy,2019,50068
5892,glenorchy,2020,50652
5893,glenorchy,2021,51159
5894,glenorchy,2022,51012
5895,glenorchy,2023,50808
5896,mid-western regional,2013,23742
5897,mid-western regional,2014,24059
5898,mid-western regional,2015,24374
5899,mid-western regional,2016,24546
5900,mid-western regional,2017,24889
5901,mid-western regional,2018,25181
5902,mid-western regional,2019,25416
5903,mid-western regional,2020,25589
5904,mid-western regional,2021,25714
5905,mid-western regional,2022,25795
5906,mid-western regional,2023,25921
5907,woodanilling,2013,430
5908,woodanilling,2014,429
5909,woodanilling,2015,423
5910,woodanilling,2016,415
5911,woodanilling,2017,433
5912,woodanilling,2018,443
5913,woodanilling,2019,453
5914,woodanilling,2020,461
5915,woodanilling,2021,469
5916,woodanilling,2022,470
5917,woodanilling,2023,479
5918,salisbury,2013,135880
5919,salisbury,2014,137257
5920,salisbury,2015,138695
5921,salisbury,2016,140346
5922,salisbury,2017,142061
5923,salisbury,2018,143765
5924,salisbury,2019,145467
5925,salisbury,2020,147359
5926,salisbury,2021,147521
5927,salisbury,2022,147940
5928,salisbury,2023,149214
5929,upper gascoyne,2013,270
5930,upper gascoyne,2014,275
5931,upper gascoyne,2015,278
5932,upper gascoyne,2016,282
5933,upper gascoyne,2017,255
5934,upper gascoyne,2018,234
5935,upper gascoyne,2019,219
5936,upper gascoyne,2020,201
5937,upper gascoyne,2021,180
5938,upper gascoyne,2022,188
5939,upper gascoyne,2023,201
5940,bland,2013,6028
5941,bland,2014,6034
5942,bland,2015,6027
5943,bland,2016,6024
5944,bland,2017,5936
5945,bland,2018,5849
5946,bland,2019,5755
5947,bland,2020,5649
5948,bland,2021,5544
5949,bland,2022,5493
5950,bland,2023,5464
5951,cuballing,2013,901
5952,cuballing,2014,902
5953,cuballing,2015,900
5954,cuballing,2016,882
5955,cuballing,2017,893
5956,cuballing,2018,888
5957,cuballing,2019,890
5958,cuballing,2020,906
5959,cuballing,2021,927
5960,cuballing,2022,929
5961,cuballing,2023,951
5962,cherbourg,2013,1292
5963,cherbourg,2014,1300
5964,cherbourg,2015,1304
5965,cherbourg,2016,1293
5966,cherbourg,2017,1283
5967,cherbourg,2018,1257
5968,cherbourg,2019,1244
5969,cherbourg,2020,1220
5970,cherbourg,2021,1211
5971,cherbourg,2022,1228
5972,cherbourg,2023,1264
5973,murchison,2013,146
5974,murchison,2014,150
5975,murchison,2015,155
5976,murchison,2016,158
5977,murchison,2017,152
5978,murchison,2018,140
5979,murchison,2019,129
5980,murchison,2020,117
5981,murchison,2021,108
5982,murchison,2022,108
5983,murchison,2023,106
5984,central coast (tas.),2013,22122
5985,central coast (tas.),2014,21989
5986,central coast (tas.),2015,21847
5987,central coast (tas.),2016,21736
5988,central coast (tas.),2017,22002
5989,central coast (tas.),2018,22284
5990,central coast (tas.),2019,22532
5991,central coast (tas.),2020,22894
5992,central coast (tas.),2021,23258
5993,central coast (tas.),2022,23342
5994,central coast (tas.),2023,23331
5995,port stephens,2013,68750
5996,port stephens,2014,69537
5997,port stephens,2015,70257
5998,port stephens,2016,71115
5999,port stephens,2017,71829
6000,port stephens,2018,72609
6001,port stephens,2019,73509
6002,port stephens,2020,74450
6003,port stephens,2021,75328
6004,port stephens,2022,76669
6005,port stephens,2023,77748
6006,dungog,2013,8791
6007,dungog,2014,8918
6008,dungog,2015,9008
6009,dungog,2016,9101
6010,dungog,2017,9154
6011,dungog,2018,9259
6012,dungog,2019,9329
6013,dungog,2020,9450
6014,dungog,2021,9532
6015,dungog,2022,9721
6016,dungog,2023,9767
